player_name,team,opponent,round,season,position,mins_played,tries,try_minutes,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two
Jahream Bula,Wests Tigers,Warriors,19,2026,Fullback,80:00,0,,0,19,154,72,58,0,0,0,0,4,0,0,3.87s,0,0,0,13,37,0.68,88.89,8,1,0,2,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-
Sunia Turuva,Wests Tigers,Warriors,19,2026,Winger,80:00,0,,0,16,127,39,45,0,0,0,0,1,2,0,4.03s,0,0,1,2,18,0.13,75.0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-
Heamasi Makasini,Wests Tigers,Warriors,19,2026,Centre,80:00,0,,0,17,116,40,3,0,0,0,0,5,0,0,3.77s,0,0,3,6,23,0.35,70.59,12,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Starford To'a,Wests Tigers,Warriors,19,2026,Centre,41:00,0,,0,5,36,11,0,1,0,0,0,4,1,0,4.37s,0,0,0,4,8,0.8,87.5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40:02,-
Jeral Skelton,Wests Tigers,Warriors,19,2026,Winger,80:00,0,,0,14,98,28,0,0,0,0,0,2,0,0,3.77s,0,0,0,0,16,,40.0,2,3,0,0,1,13,0,1,0,2,0,0,0,0,0,0,80:00,-
Jarome Luai,Wests Tigers,Warriors,19,2026,Five-Eighth,80:00,0,,0,10,83,10,0,1,1,0,0,2,0,0,5.04s,0,0,1,33,42,3.3,75.0,15,4,0,1,5,70,1,2,2,0,0,0,0,0,0,0,80:00,-
Adam Doueihi,Wests Tigers,Warriors,19,2026,Halfback,80:00,0,,2,10,76,30,0,0,0,1,0,2,0,0,4.01s,2,27,1,34,59,3.4,70.37,19,6,0,0,17,579,1,5,1,2,1,0,0,0,0,0,80:00,-
Terrell May,Wests Tigers,Warriors,19,2026,Prop,58:00,0,,0,11,75,19,0,0,0,0,0,2,11,0,3.87s,0,0,4,2,14,0.18,95.24,40,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,23:39,33:51
Josese Lanyon,Wests Tigers,Warriors,19,2026,Hooker,32:00,0,,0,1,6,1,0,0,0,0,0,0,1,0,4.6s,0,0,0,23,24,23.0,88.89,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:54,10:52
Bunty Afoa,Wests Tigers,Warriors,19,2026,Prop,39:00,0,,0,8,69,27,10,0,0,0,0,1,7,0,3.44s,0,0,0,0,9,,100.0,30,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,32:04,17:15
Samuela Fainu,Wests Tigers,Warriors,19,2026,2nd Row,46:00,1,26,4,10,60,27,0,0,0,0,0,2,10,0,3.88s,0,0,1,0,11,,94.44,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46:09,-
Sione Fainu,Wests Tigers,Warriors,19,2026,2nd Row,69:00,0,,0,10,77,36,0,0,0,0,0,3,10,0,3.36s,0,0,1,0,10,,82.35,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69:00,-
Alex Twal,Wests Tigers,Warriors,19,2026,Lock,63:00,0,,0,14,94,30,0,0,0,0,0,3,13,0,4.12s,0,0,1,9,24,0.64,95.35,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62:45,-
Latu Fainu,Wests Tigers,Warriors,19,2026,Interchange,40:00,0,,0,6,60,33,0,0,0,0,0,2,1,0,3.82s,0,0,0,0,6,,81.25,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:00,-
Fonua Pole,Wests Tigers,Warriors,19,2026,Interchange,56:00,0,,0,16,164,69,0,0,0,0,0,3,16,0,3.44s,0,0,0,0,16,,92.86,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:00,-
Alex Seyfarth,Wests Tigers,Warriors,19,2026,Interchange,48:00,0,,0,8,43,19,0,0,0,0,0,2,8,0,3.09s,0,0,2,6,15,0.75,91.67,22,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,48:00,-
Tony Sukkar,Wests Tigers,Warriors,19,2026,Interchange,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Faaletino Tavana,Wests Tigers,Warriors,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Jared Haywood,Wests Tigers,Warriors,19,2026,Reserve,59:00,0,,0,3,27,3,0,0,1,0,0,0,1,0,3.44s,2,16,1,106,107,35.33,91.67,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:00,-
Taine Tuaupiki,Warriors,Wests Tigers,19,2026,Fullback,80:00,0,,0,19,213,30,132,1,0,0,0,3,1,0,3.48s,0,0,0,13,35,0.68,100.0,7,0,0,3,1,8,0,0,1,2,3,0,0,0,0,0,80:00,-
Charnze Nicoll-Klokstad,Warriors,Wests Tigers,19,2026,Winger,80:00,0,,0,14,141,44,3,1,0,0,0,2,1,0,3.74s,0,0,0,8,26,0.57,88.24,15,0,0,0,1,14,1,0,1,0,0,0,0,0,0,0,80:00,-
Ali Leiataua,Warriors,Wests Tigers,19,2026,Centre,80:00,1,16,4,12,148,35,0,2,1,0,0,5,0,0,2.95s,0,0,1,6,17,0.5,85.71,12,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,80:00,-
Adam Pompey,Warriors,Wests Tigers,19,2026,Centre,80:00,0,,2,12,120,42,0,1,3,2,0,2,0,0,3.52s,0,0,2,2,12,0.17,82.35,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Alofiana Khan-Pereira,Warriors,Wests Tigers,19,2026,Winger,80:00,2,13;49,8,16,153,15,16,3,1,0,0,4,0,0,4.21s,0,0,0,3,19,0.19,60.0,3,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,80:00,-
Chanel Harris-Tavita,Warriors,Wests Tigers,19,2026,Five-Eighth,80:00,0,,6,3,20,7,0,0,1,1,0,0,1,0,4.45s,0,0,0,36,50,12.0,66.67,16,5,0,1,9,297,0,1,0,2,0,0,0,0,0,0,80:00,-
Te Maire Martin,Warriors,Wests Tigers,19,2026,Halfback,80:00,0,,0,11,94,8,0,0,4,1,0,3,0,0,4.28s,0,0,2,37,50,3.36,74.29,26,5,0,0,8,134,1,3,2,1,1,0,2,0,0,0,80:00,-
James Fisher-Harris,Warriors,Wests Tigers,19,2026,Prop,58:00,1,2,4,17,146,41,18,1,0,0,0,3,12,0,3.28s,0,0,0,6,20,0.35,86.49,32,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,22:30,35:03
Wayde Egan,Warriors,Wests Tigers,19,2026,Hooker,61:00,1,52,4,5,42,1,0,0,0,0,0,0,0,0,2.92s,4,24,0,89,91,17.8,88.1,37,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60:51,-
Tanner Stowers-Smith,Warriors,Wests Tigers,19,2026,Prop,50:00,0,,0,14,132,49,32,0,0,0,0,2,10,0,3.35s,0,0,0,2,16,0.14,76.32,29,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28:48,21:24
Leka Halasima,Warriors,Wests Tigers,19,2026,2nd Row,30:00,0,,0,5,94,16,0,1,0,0,0,2,5,0,2.75s,0,0,0,0,5,,85.71,12,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30:28,-
Jacob Laban,Warriors,Wests Tigers,19,2026,2nd Row,80:00,0,,0,13,160,33,0,2,0,1,0,6,11,0,2.94s,0,0,0,6,19,0.46,89.74,35,3,0,2,0,0,0,0,0,2,2,0,1,0,0,0,80:00,-
Erin Clark,Warriors,Wests Tigers,19,2026,Lock,63:00,0,,0,19,159,56,0,0,1,1,0,1,15,0,3.65s,0,0,0,10,26,0.53,94.44,34,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48:33,14:29
Sam Healey,Warriors,Wests Tigers,19,2026,Interchange,19:00,1,74,4,3,38,5,0,0,0,0,0,2,0,0,4.48s,2,18,0,18,21,6.0,93.33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00,-
Eddie Ieremia-Toeava,Warriors,Wests Tigers,19,2026,Interchange,51:00,0,,0,8,78,32,0,0,0,0,0,0,8,0,4.06s,0,0,0,3,12,0.38,89.74,35,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,51:00,-
Demitric Vaimauga,Warriors,Wests Tigers,19,2026,Interchange,43:00,0,,0,11,95,30,22,0,0,0,0,6,8,0,4.13s,0,0,0,6,17,0.55,95.24,20,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,33:00,10:03
Marata Niukore,Warriors,Wests Tigers,19,2026,Interchange,24:00,0,,0,4,37,17,0,0,0,0,0,0,4,0,2.93s,0,0,0,0,4,,92.31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:00,-
Luke Metcalf,Warriors,Wests Tigers,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Luke Laulilii,Warriors,Wests Tigers,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Tom Trbojevic,Sea Eagles,Cowboys,19,2026,Fullback,82:00,0,,0,20,213,61,34,2,0,1,0,5,0,0,3.82s,0,0,1,16,32,0.8,60.0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,82:00,-
Jason Saab,Sea Eagles,Cowboys,19,2026,Winger,82:00,2,16;65,8,14,125,28,6,1,0,0,0,1,0,0,4.55s,0,0,0,0,17,,100.0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,82:00,-
Tolutau Koula,Sea Eagles,Cowboys,19,2026,Centre,82:00,0,,0,16,164,57,0,1,1,1,0,6,0,0,3.14s,0,0,0,5,19,0.31,71.43,10,3,0,0,0,0,0,0,0,2,1,1,1,0,0,0,82:00,-
Reuben Garrick,Sea Eagles,Cowboys,19,2026,Centre,82:00,0,,0,16,121,40,0,0,1,0,0,2,1,0,3.81s,0,0,2,2,18,0.13,78.57,11,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,82:00,-
Lehi Hopoate,Sea Eagles,Cowboys,19,2026,Winger,82:00,1,23,4,13,144,51,21,1,0,0,0,1,0,0,3.45s,0,0,0,9,24,0.69,75.0,12,2,0,2,0,0,0,0,0,1,1,1,1,0,0,0,82:00,-
Joey Walsh,Sea Eagles,Cowboys,19,2026,Five-Eighth,82:00,0,,0,12,88,32,0,0,2,0,0,2,0,0,4.33s,0,0,3,41,53,3.42,86.21,25,4,0,0,1,46,0,0,0,3,2,0,0,0,0,0,82:00,-
Jamal Fogarty,Sea Eagles,Cowboys,19,2026,Halfback,82:00,0,,2,6,30,3,0,0,0,1,0,2,0,0,2.82s,0,0,0,50,71,8.33,81.82,27,5,0,0,17,572,1,4,2,0,0,1,0,0,0,0,82:00,-
Taniela Paseka,Sea Eagles,Cowboys,19,2026,Prop,48:00,0,,0,12,114,50,31,0,0,0,0,1,9,0,4s,0,0,0,0,12,,86.21,25,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,24:52,22:51
Jake Simpkin,Sea Eagles,Cowboys,19,2026,Hooker,82:00,0,,0,4,31,12,0,0,0,0,0,0,0,0,3.96s,4,31,1,110,115,27.5,85.94,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82:00,-
Kobe Hetherington,Sea Eagles,Cowboys,19,2026,Interchange,52:00,0,,0,12,93,46,0,0,0,0,0,1,12,0,3.22s,0,0,0,0,12,,90.48,38,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36:34,15:50
Haumole Olakau'atu,Sea Eagles,Cowboys,19,2026,2nd Row,82:00,1,27,4,16,145,62,0,1,0,0,0,7,16,0,3.52s,0,0,1,2,18,0.13,78.79,26,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,82:00,-
Ben Trbojevic,Sea Eagles,Cowboys,19,2026,2nd Row,11:00,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,1,,87.5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11:00,-
Jake Trbojevic,Sea Eagles,Cowboys,19,2026,Lock,82:00,0,,0,10,70,31,0,0,0,0,0,1,10,0,2.83s,0,0,0,11,23,1.1,89.58,43,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,82:00,-
Corey Waddell,Sea Eagles,Cowboys,19,2026,Interchange,21:00,0,,0,6,35,15,0,0,0,0,0,0,6,0,3.82s,0,0,0,0,6,,87.5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:49,-
Nathan Brown,Sea Eagles,Cowboys,19,2026,Interchange,34:00,0,,0,14,108,32,13,0,0,0,0,0,9,0,4.11s,0,0,0,10,20,0.71,84.0,21,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34:17,-
Ethan Bullemor,Sea Eagles,Cowboys,19,2026,Interchange,50:00,0,,0,9,84,37,0,0,0,0,0,1,9,0,3.4s,0,0,0,2,11,0.22,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00,-
Simione Laiafi,Sea Eagles,Cowboys,19,2026,Prop,30:00,0,,0,8,67,31,0,0,0,0,0,0,8,0,3.61s,0,0,0,0,8,,93.75,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15:39,13:57
Josh Feledy,Sea Eagles,Cowboys,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Nicholas Lenaz,Sea Eagles,Cowboys,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Scott Drinkwater,Cowboys,Sea Eagles,19,2026,Fullback,82:00,0,,1,20,163,29,86,0,1,1,0,5,0,0,3.66s,0,0,2,32,51,1.6,85.71,6,0,0,2,4,58,0,2,1,1,1,0,0,0,0,0,82:00,-
Braidon Burns,Cowboys,Sea Eagles,19,2026,Winger,82:00,2,58;68,8,24,209,75,44,2,0,0,0,10,3,0,4.2s,1,5,1,0,24,,83.33,5,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,82:00,-
Zac Laybutt,Cowboys,Sea Eagles,19,2026,Centre,82:00,0,,0,9,71,23,0,0,0,0,0,1,1,0,3.35s,0,0,0,3,10,0.33,68.18,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82:00,-
Tom Chester,Cowboys,Sea Eagles,19,2026,Centre,82:00,1,9,4,18,162,53,0,1,0,0,0,1,1,0,3.16s,1,3,0,9,24,0.5,82.35,14,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,82:00,-
Murray Taulagi,Cowboys,Sea Eagles,19,2026,Winger,82:00,0,,0,15,110,42,0,0,0,0,0,3,2,0,3.62s,0,0,1,4,20,0.27,83.33,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82:00,-
Jaxon Purdue,Cowboys,Sea Eagles,19,2026,Five-Eighth,82:00,0,,0,11,84,31,0,0,1,2,0,0,1,0,3.85s,1,11,1,45,58,4.09,85.71,30,4,0,0,2,24,0,1,1,0,0,0,2,0,0,0,82:00,-
Jake Clifford,Cowboys,Sea Eagles,19,2026,Halfback,82:00,0,,2,12,98,18,6,0,0,0,0,4,1,0,3.63s,0,0,2,23,42,1.92,75.0,12,2,0,0,9,277,1,3,0,3,2,1,0,0,0,0,82:00,-
Thomas Mikaele,Cowboys,Sea Eagles,19,2026,Prop,46:00,0,,0,14,129,38,36,0,0,0,0,1,10,0,3.23s,0,0,2,3,17,0.21,100.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:39,24:39
Reed Mahoney,Cowboys,Sea Eagles,19,2026,Hooker,60:00,0,,0,4,60,8,0,1,0,0,0,2,0,0,2.4s,3,53,0,81,86,20.25,86.49,32,4,0,0,3,51,1,0,1,0,0,2,0,1,0,0,59:52,-
Jason Taumalolo,Cowboys,Sea Eagles,19,2026,Prop,46:00,0,,0,14,134,51,5,0,0,0,0,3,12,0,3.74s,0,0,0,4,17,0.29,90.48,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:38,25:12
Heilum Luki,Cowboys,Sea Eagles,19,2026,2nd Row,82:00,0,,0,12,131,49,0,0,0,0,0,2,12,0,3.08s,0,0,0,0,12,,91.3,42,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82:00,-
Jeremiah Nanai,Cowboys,Sea Eagles,19,2026,2nd Row,82:00,0,,0,11,100,50,0,0,0,0,0,4,11,0,3.67s,0,0,0,0,11,,92.59,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82:00,-
Reuben Cotter,Cowboys,Sea Eagles,19,2026,Lock,59:00,1,77,4,11,87,41,0,0,0,0,0,0,11,0,3.89s,0,0,1,9,20,0.82,95.12,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:31,28:31
Soni Luke,Cowboys,Sea Eagles,19,2026,Interchange,22:00,0,,0,5,35,1,0,0,0,0,0,0,1,0,3.68s,3,22,0,37,40,7.4,92.86,13,0,0,0,1,21,0,0,1,0,0,0,0,0,0,0,22:00,-
Griffin Neame,Cowboys,Sea Eagles,19,2026,Interchange,36:00,0,,0,9,65,24,0,0,0,0,0,0,9,0,3.41s,0,0,0,1,11,0.11,96.43,27,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,36:42,-
Matthew Lodge,Cowboys,Sea Eagles,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Coen Hess,Cowboys,Sea Eagles,19,2026,Interchange,36:00,0,,0,7,55,21,14,0,0,0,0,0,5,0,3.32s,0,0,1,2,8,0.29,96.67,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,36:10,-
Sam McIntyre,Cowboys,Sea Eagles,19,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
John Bateman,Cowboys,Sea Eagles,19,2026,Interchange,23:00,0,,0,8,76,29,0,0,0,0,0,1,8,0,3.45s,0,0,2,1,9,0.13,100.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:58,-
